Top-10-per-Land	United States	Neko Case	Hold On, Hold On	171
Top-10-per-Land	United States	The Postal Service	Such Great Heights	210
Top-10-per-Land	United States	Wilco	Jesus, Etc.	173
Top-10-per-Land	United States	Yeah Yeah Yeahs	Maps	168
Top-10-per-Land	United States Minor Outlying Islands	Annie	Heartbeat	40
Top-10-per-Land	United States Minor Outlying Islands	Feist	One Two Three Four	51
Top-10-per-Land	United States Minor Outlying Islands	Feist	Mushaboom	42
Top-10-per-Land	United States Minor Outlying Islands	Feist	Inside And Out	36
Top-10-per-Land	United States Minor Outlying Islands	Gonzales, Feist & Dani	Boomerang 2005 (Comme Un Boomerang)	37
Top-10-per-Land	United States Minor Outlying Islands	Gwen Stefani	Early Winter	34
Top-10-per-Land	United States Minor Outlying Islands	Nouvelle Vague	Dance With Me	63
Top-10-per-Land	United States Minor Outlying Islands	Rilo Kiley	Breakin' Up	36
Top-10-per-Land	United States Minor Outlying Islands	Stars	My Favourite Book	45
Top-10-per-Land	United States Minor Outlying Islands	The Boy Least Likely To	Be Gentle With Me	39
Top-10-per-Land	Venezuela	Britney Spears	Womanizer	360
Top-10-per-Land	Venezuela	Britney Spears	Toy Soldier	117
Top-10-per-Land	Venezuela	Britney Spears	Radar	269
Top-10-per-Land	Venezuela	Britney Spears	Piece Of Me	395
Top-10-per-Land	Venezuela	Britney Spears	If U Seek Amy	168
Top-10-per-Land	Venezuela	Britney Spears	Hot As Ice	123
Top-10-per-Land	Venezuela	Britney Spears	Gimme More	503
Top-10-per-Land	Venezuela	Britney Spears	Circus	242
Top-10-per-Land	Venezuela	Britney Spears	Break The Ice	221
Top-10-per-Land	Venezuela	M. Pokora	They Talk Shit About Me (Feat. Verse)	127
